max_edge_age,n_iter_before_neuron_added,max_nodes,quantization_error,topographical_error,quantization_error_std,topographical_error_std
25,25,25,0.3998858082799865,0.0022222222222222222,0.005449741158592176,0.003142696805273545
25,25,50,0.26377055019275464,0.0,0.0027211332560427826,0.0
25,25,75,0.18874106115660863,0.0,0.002324816495854535,0.0
25,25,100,0.13752383109760866,0.0,0.0007657022517623819,0.0
25,50,25,0.40175388867650397,0.0,0.008483782642772662,0.0
25,50,50,0.2596139507613947,0.0,0.0054138097998600795,0.0
25,50,75,0.188756234726594,0.0,0.0015213599672046498,0.0
25,50,100,0.13795677913410398,0.0,0.0011291054946292994,0.0
25,75,25,0.3920937144403165,0.0,0.007107162909419542,0.0
25,75,50,0.26182998467616814,0.0,0.002533306169202179,0.0
25,75,75,0.19115926961445825,0.0,0.002203857831534511,0.0
25,75,100,0.14004515269505244,0.0,0.0018756540166921648,0.0
25,100,25,0.3936418140594882,0.0,0.00901010244191564,0.0
25,100,50,0.2594936654113705,0.0,0.002207553478994048,0.0
25,100,75,0.19137029472552383,0.0,0.00017408874599024481,0.0
25,100,100,0.13808823842795362,0.0,0.0033543344554960203,0.0
50,25,25,0.4038318602614754,0.0,0.005982050859423662,0.0
50,25,50,0.2614774237867938,0.0,0.00043347841062845685,0.0
50,25,75,0.1923012271276429,0.0,0.0013986342598482691,0.0
50,25,100,0.138469704492643,0.0,0.0017861751057284096,0.0
50,50,25,0.4043750409839384,0.0,0.003949162687435198,0.0
50,50,50,0.26711774220419965,0.0,0.0030315601287819903,0.0
50,50,75,0.1929222471056116,0.0,0.0011909436388122016,0.0
50,50,100,0.1425286090401929,0.0,0.0016858263547262886,0.0
50,75,25,0.39996892476738927,0.0,0.007382303142216654,0.0
50,75,50,0.26415929216486234,0.0,0.0008655939686869131,0.0
50,75,75,0.19675637172200092,0.0,0.0002459713709718675,0.0
50,75,100,0.14560024975399044,0.0,0.0006769738871891597,0.0
50,100,25,0.39538108315512027,0.0,0.0012976490718392005,0.0
50,100,50,0.26735473628911427,0.0,0.0008258919057391382,0.0
50,100,75,0.19548731565173808,0.0,0.0006485769986387827,0.0
50,100,100,0.14534136435454137,0.0022222222222222222,0.0016490434210464768,0.0031426968052735453
75,25,25,0.41108646133322874,0.0,0.005097920708616655,0.0
75,25,50,0.2653407969271015,0.0,0.001972935062584599,0.0
75,25,75,0.19848759709847386,0.0,0.0033427788005449366,0.0
75,25,100,0.14457163104068993,0.0,0.004006072086777296,0.0
75,50,25,0.40631377169385635,0.0022222222222222222,0.0010301596452059923,0.003142696805273545
75,50,50,0.2657114864306367,0.0,0.0007028457677793219,0.0
75,50,75,0.19849471676899852,0.0,0.0019485455962965552,0.0
75,50,100,0.15196917002325241,0.0,0.003865385027684733,0.0
75,75,25,0.4044519759286829,0.0,0.0015316246435452163,0.0
75,75,50,0.2639754826727093,0.0,0.0040531458141678835,0.0
75,75,75,0.19935602826692153,0.0,0.0035562935391748114,0.0
75,75,100,0.14550312543169894,0.0022222222222222222,0.0017192088067805467,0.003142696805273545
75,100,25,0.40555344264917004,0.0,0.008157903709237841,0.0
75,100,50,0.26671305819985563,0.0,0.0006189209922864581,0.0
75,100,75,0.19701370575951507,0.0,0.0016394982430646703,0.0
75,100,100,0.1566385362689469,0.0,0.0041242305437165705,0.0
100,25,25,0.4116535495197849,0.0,0.0010641035089566295,0.0
100,25,50,0.26827293048007034,0.0,0.0019482374893021767,0.0
100,25,75,0.20244580074515003,0.0,0.0017704994015230742,0.0
100,25,100,0.14908515731991454,0.0,0.0006549059622463128,0.0
100,50,25,0.41392012660090227,0.0,0.008729637628919616,0.0
100,50,50,0.26874433513227897,0.0,0.0034045703207416355,0.0
100,50,75,0.20373751391713646,0.0,0.002399661969153209,0.0
100,50,100,0.15336956551706984,0.0,0.0033530910956716645,0.0
100,75,25,0.4045299623660739,0.0,0.00527604833824305,0.0
100,75,50,0.2696758096034629,0.0,0.0017944512631352303,0.0
100,75,75,0.20253986185809,0.0,0.0027520854671747095,0.0
100,75,100,0.1591372456512769,0.0,0.00617489785819425,0.0
100,100,25,0.413913220892697,0.0,0.003435444880074985,0.0
100,100,50,0.26879600152503014,0.0,0.0029762771437994405,0.0
100,100,75,0.20352739948518375,0.0,0.004177311959015671,0.0
100,100,100,0.16143073245893583,0.0,0.0023880131708354725,0.0
