param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_momentum,split0_test_score,rank_test_score,split0_train_score
1E-06,"(25, 75)",invscaling,0.001,0.6,0.2,11854,0.2
1E-06,"(25, 75)",invscaling,0.001,0.8,0.2,11854,0.2
1E-06,"(25, 75)",invscaling,0.005,0.7,0.2,11854,0.2
1E-06,"(25, 75)",adaptive,0.0001,0,0.2,11854,0.2
1E-06,"(25, 75)",adaptive,0.0001,0.7,0.2,11854,0.2
1E-06,"(25, 50)",constant,0.0005,0,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.0001,0,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.0001,0.1,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.0005,0.2,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.0005,0.5,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.001,0.1,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.005,0.2,0.2,11854,0.2
1E-06,"(25, 50)",invscaling,0.005,0.3,0.2,11854,0.2
1E-06,"(25, 50)",adaptive,0.0005,0.1,0.2,11854,0.2
1E-06,"(25, 25)",constant,0.0005,0.2,0.2,11854,0.2
1E-06,"(25, 25)",invscaling,0.0001,0.9,0.2,11854,0.2
1E-06,"(25, 25)",invscaling,0.0005,0.4,0.2,11854,0.2
1E-06,"(25, 25)",invscaling,0.0005,0.5,0.2,11854,0.2
1E-06,"(25, 25)",invscaling,0.005,0.2,0.2,11854,0.2
1E-06,"(25, 25)",invscaling,0.01,0.1,0.2,11854,0.2
1E-06,"(25, 25)",adaptive,0.0001,0,0.2,11854,0.2
1E-06,"(25, 25)",adaptive,0.0001,0.5,0.2,11854,0.2
1E-06,"(25, 25)",adaptive,0.0001,0.7,0.2,11854,0.2
1E-06,"(25, 25)",adaptive,0.0005,0,0.2,11854,0.2
1E-07,100,invscaling,0.01,0.4,0.2,11854,0.2
1E-07,100,adaptive,0.0001,0.4,0.2,11854,0.2
1E-07,75,constant,0.0001,0.1,0.2,11854,0.2
1E-07,75,constant,0.0005,0,0.2,11854,0.2
1E-07,75,constant,0.0005,0.2,0.2,11854,0.2
1E-07,75,invscaling,0.0001,0.9,0.2,11854,0.2
1E-07,75,invscaling,0.0005,0.9,0.2,11854,0.2
1E-07,75,adaptive,0.0001,0.7,0.2,11854,0.2
1E-07,50,constant,0.0001,0.3,0.2,11854,0.2
1E-07,50,constant,0.0005,0.3,0.2,11854,0.2
1E-07,50,invscaling,0.0001,0.8,0.2,11854,0.2
1E-07,50,invscaling,0.0005,0.4,0.2,11854,0.2
1E-07,50,invscaling,0.001,0.3,0.2,11854,0.2
1E-07,50,invscaling,0.005,0.4,0.2,11854,0.2
1E-07,50,invscaling,0.005,0.7,0.2,11854,0.2
1E-07,50,adaptive,0.0001,0.3,0.2,11854,0.2
1E-07,25,constant,0.0001,0,0.2,11854,0.2
1E-07,25,constant,0.0001,0.1,0.2,11854,0.2
1E-07,25,invscaling,0.0001,0.2,0.2,11854,0.2
1E-07,25,invscaling,0.0005,0.3,0.2,11854,0.2
1E-07,25,invscaling,0.001,0.9,0.2,11854,0.2
1E-07,25,invscaling,0.005,0,0.2,11854,0.2
1E-07,25,invscaling,0.005,0.5,0.2,11854,0.2
1E-07,25,adaptive,0.0001,0.9,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.0001,0.6,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.0001,0.8,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.0005,0.1,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.0005,0.2,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.0005,0.9,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.001,0.8,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.01,0.1,0.2,11854,0.2
1E-07,"(100, 100)",invscaling,0.01,0.2,0.2,11854,0.2
1E-07,"(100, 75)",invscaling,0.0005,0.4,0.2,11854,0.2
1E-07,"(100, 75)",invscaling,0.001,0.3,0.2,11854,0.2
1E-07,"(100, 75)",adaptive,0.0001,0.1,0.2,11854,0.2
1E-07,"(100, 75)",adaptive,0.0001,0.5,0.2,11854,0.2
1E-07,"(100, 75)",adaptive,0.0005,0,0.2,11854,0.2
1E-07,"(100, 50)",constant,0.0001,0.7,0.2,11854,0.2
1E-07,"(100, 50)",constant,0.0005,0.2,0.2,11854,0.2
1E-07,"(100, 50)",invscaling,0.0001,0.1,0.2,11854,0.2
1E-07,"(100, 50)",invscaling,0.001,0.7,0.2,11854,0.2
1E-07,"(100, 50)",invscaling,0.005,0.4,0.2,11854,0.2
1E-07,"(100, 50)",invscaling,0.005,0.5,0.2,11854,0.2
1E-07,"(100, 50)",invscaling,0.01,0.2,0.2,11854,0.2
1E-07,"(100, 50)",invscaling,0.01,0.4,0.2,11854,0.2
1E-07,"(100, 25)",constant,0.0001,0,0.2,11854,0.2
1E-07,"(100, 25)",constant,0.0001,0.1,0.2,11854,0.2
1E-07,"(100, 25)",constant,0.0005,0.2,0.2,11854,0.2
1E-07,"(100, 25)",constant,0.0005,0.5,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.0001,0.4,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.0005,0,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.0005,0.2,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.0005,0.4,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.0005,0.7,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.001,0.5,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.001,0.7,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.001,0.8,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.001,0.9,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.005,0,0.2,11854,0.2
1E-07,"(100, 25)",invscaling,0.01,0.4,0.2,11854,0.2
1E-07,"(100, 25)",adaptive,0.0001,0.2,0.2,11854,0.2
1E-07,"(100, 25)",adaptive,0.0005,0.3,0.2,11854,0.2
1E-07,"(100, 25)",adaptive,0.0005,0.7,0.2,11854,0.2
1E-07,"(75, 100)",constant,0.0001,0.1,0.2,11854,0.2
1E-07,"(75, 100)",invscaling,0.0005,0.9,0.2,11854,0.2
1E-07,"(75, 100)",invscaling,0.001,0,0.2,11854,0.2
1E-07,"(75, 100)",invscaling,0.001,0.2,0.2,11854,0.2
1E-07,"(75, 100)",invscaling,0.01,0.3,0.2,11854,0.2
1E-07,"(75, 100)",invscaling,0.01,0.4,0.2,11854,0.2
1E-07,"(75, 100)",adaptive,0.0005,0,0.2,11854,0.2
1E-07,"(75, 75)",constant,0.0001,0.4,0.2,11854,0.2
1E-07,"(75, 75)",invscaling,0.0001,0.5,0.2,11854,0.2
1E-07,"(75, 75)",invscaling,0.0005,0.2,0.2,11854,0.2
1E-07,"(75, 75)",invscaling,0.0005,0.4,0.2,11854,0.2
1E-07,"(75, 75)",invscaling,0.001,0.2,0.2,11854,0.2
1E-07,"(75, 75)",invscaling,0.005,0.3,0.2,11854,0.2
1E-07,"(75, 75)",invscaling,0.005,0.6,0.2,11854,0.2
1E-07,"(75, 75)",adaptive,0.0001,0,0.2,11854,0.2
1E-07,"(75, 75)",adaptive,0.0001,0.9,0.2,11854,0.2
1E-07,"(75, 50)",constant,0.0001,0.2,0.2,11854,0.2
1E-07,"(75, 50)",constant,0.0001,0.3,0.2,11854,0.2
1E-07,"(75, 50)",constant,0.0001,0.9,0.2,11854,0.2
1E-07,"(75, 50)",constant,0.0005,0.3,0.2,11854,0.2
1E-07,"(75, 50)",invscaling,0.0001,0.4,0.2,11854,0.2
1E-07,"(75, 50)",invscaling,0.0005,0.2,0.2,11854,0.2
1E-07,"(75, 50)",invscaling,0.005,0.3,0.2,11854,0.2
1E-07,"(75, 50)",invscaling,0.01,0.1,0.2,11854,0.2
1E-07,"(75, 50)",adaptive,0.0001,0.1,0.2,11854,0.2
1E-07,"(75, 25)",constant,0.0005,0.2,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.0001,0,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.0001,0.2,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.0005,0.1,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.0005,0.5,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.0005,0.8,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.0005,0.9,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.001,0.9,0.2,11854,0.2
1E-07,"(75, 25)",invscaling,0.005,0,0.2,11854,0.2
1E-07,"(75, 25)",adaptive,0.0001,0,0.2,11854,0.2
1E-07,"(75, 25)",adaptive,0.0005,0.3,0.2,11854,0.2
1E-07,"(50, 100)",constant,0.0001,0.1,0.2,11854,0.2
1E-07,"(50, 100)",constant,0.0001,0.7,0.2,11854,0.2
1E-07,"(50, 100)",constant,0.0001,0.8,0.2,11854,0.2
1E-07,"(50, 100)",constant,0.0005,0.6,0.2,11854,0.2
1E-07,"(50, 100)",invscaling,0.0001,0.6,0.2,11854,0.2
1E-07,"(50, 100)",invscaling,0.0005,0.6,0.2,11854,0.2
1E-07,"(50, 100)",invscaling,0.005,0.2,0.2,11854,0.2
1E-07,"(50, 100)",invscaling,0.005,0.8,0.2,11854,0.2
1E-07,"(50, 100)",adaptive,0.0001,0,0.2,11854,0.2
1E-07,"(50, 100)",adaptive,0.0001,0.3,0.2,11854,0.2
1E-07,"(50, 100)",adaptive,0.0001,0.5,0.2,11854,0.2
1E-07,"(50, 100)",adaptive,0.0001,0.6,0.2,11854,0.2
1E-07,"(50, 100)",adaptive,0.0005,0.2,0.2,11854,0.2
1E-07,"(50, 75)",constant,0.0001,0.1,0.2,11854,0.2
1E-07,"(50, 75)",constant,0.0005,0.4,0.2,11854,0.2
1E-07,"(50, 75)",invscaling,0.0001,0.4,0.2,11854,0.2
1E-07,"(50, 75)",invscaling,0.0001,0.6,0.2,11854,0.2
1E-07,"(50, 75)",invscaling,0.0005,0.9,0.2,11854,0.2
1E-07,"(50, 75)",invscaling,0.005,0.7,0.2,11854,0.2
1E-07,"(50, 75)",adaptive,0.0001,0.4,0.2,11854,0.2
1E-07,"(50, 75)",adaptive,0.0001,0.5,0.2,11854,0.2
1E-07,"(50, 75)",adaptive,0.0001,0.6,0.2,11854,0.2
1E-07,"(50, 75)",adaptive,0.0001,0.7,0.2,11854,0.2
1E-07,"(50, 50)",constant,0.0001,0,0.2,11854,0.2
1E-07,"(50, 50)",invscaling,0.0005,0.1,0.2,11854,0.2
1E-07,"(50, 50)",invscaling,0.0005,0.2,0.2,11854,0.2
1E-07,"(50, 50)",invscaling,0.0005,0.9,0.2,11854,0.2
1E-07,"(50, 50)",invscaling,0.001,0.2,0.2,11854,0.2
1E-07,"(50, 50)",invscaling,0.005,0.3,0.2,11854,0.2
1E-07,"(50, 50)",invscaling,0.005,0.4,0.2,11854,0.2
1E-07,"(50, 50)",adaptive,0.0001,0.1,0.2,11854,0.2
1E-07,"(50, 50)",adaptive,0.0001,0.4,0.2,11854,0.2
1E-07,"(50, 25)",constant,0.0001,0.4,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.0001,0.5,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.001,0.2,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.001,0.4,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.005,0.1,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.005,0.4,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.01,0.2,0.2,11854,0.2
1E-07,"(50, 25)",invscaling,0.01,0.6,0.2,11854,0.2
1E-07,"(50, 25)",adaptive,0.0001,0.3,0.2,11854,0.2
1E-07,"(50, 25)",adaptive,0.0001,0.7,0.2,11854,0.2
1E-07,"(50, 25)",adaptive,0.0005,0.1,0.2,11854,0.2
1E-07,"(25, 100)",constant,0.0001,0.1,0.2,11854,0.2
1E-07,"(25, 100)",constant,0.0001,0.7,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.0001,0,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.0001,0.3,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.0001,0.7,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.0005,0.1,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.0005,0.7,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.001,0,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.001,0.1,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.005,0.1,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.005,0.2,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.005,0.6,0.2,11854,0.2
1E-07,"(25, 100)",invscaling,0.005,0.8,0.2,11854,0.2
1E-07,"(25, 75)",constant,0.0005,0.1,0.2,11854,0.2
1E-07,"(25, 75)",invscaling,0.0001,0.9,0.2,11854,0.2
1E-07,"(25, 75)",invscaling,0.001,0.1,0.2,11854,0.2
1E-07,"(25, 75)",adaptive,0.0001,0.4,0.2,11854,0.2
1E-07,"(25, 75)",adaptive,0.0005,0,0.2,11854,0.2
1E-07,"(25, 75)",adaptive,0.0005,0.5,0.2,11854,0.2
1E-07,"(25, 50)",constant,0.0001,0.2,0.2,11854,0.2
1E-07,"(25, 50)",constant,0.001,0.4,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.0001,0.5,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.0005,0,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.0005,0.5,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.0005,0.7,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.005,0,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.005,0.6,0.2,11854,0.2
1E-07,"(25, 50)",invscaling,0.01,0.4,0.2,11854,0.2
1E-07,"(25, 50)",adaptive,0.0001,0.7,0.2,11854,0.2
1E-07,"(25, 50)",adaptive,0.0005,0.2,0.2,11854,0.2
1E-07,"(25, 25)",constant,0.0001,0.3,0.2,11854,0.2
1E-07,"(25, 25)",constant,0.0001,0.4,0.2,11854,0.2
1E-07,"(25, 25)",constant,0.0001,0.9,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0001,0,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0001,0.2,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0001,0.5,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0001,0.7,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0001,0.8,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0005,0,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.0005,0.1,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.001,0.9,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.005,0.7,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.01,0.2,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.01,0.7,0.2,11854,0.2
1E-07,"(25, 25)",invscaling,0.01,0.8,0.2,11854,0.2
1E-07,"(25, 25)",adaptive,0.0001,0.8,0.2,11854,0.2
0,100,constant,0.0001,0.4,0.2,11854,0.2
0,100,constant,0.0001,0.8,0.2,11854,0.2
0,100,invscaling,0.0005,0.7,0.2,11854,0.2
0,100,invscaling,0.005,0.3,0.2,11854,0.2
0,100,adaptive,0.0001,0,0.2,11854,0.2
0,75,invscaling,0.0001,0.5,0.2,11854,0.2
0,75,invscaling,0.001,0.6,0.2,11854,0.2
0,75,adaptive,0.0005,0,0.2,11854,0.2
0,75,adaptive,0.0005,0.2,0.2,11854,0.2
0,50,constant,0.0001,0.8,0.2,11854,0.2
0,50,constant,0.0005,0.2,0.2,11854,0.2
0,50,invscaling,0.0005,0.2,0.2,11854,0.2
0,50,invscaling,0.005,0,0.2,11854,0.2
0,50,invscaling,0.005,0.3,0.2,11854,0.2
0,25,constant,0.0005,0.4,0.2,11854,0.2
0,25,invscaling,0.0001,0.4,0.2,11854,0.2
0,25,invscaling,0.001,0.6,0.2,11854,0.2
0,25,invscaling,0.01,0.8,0.2,11854,0.2
0,"(100, 100)",invscaling,0.0001,0.6,0.2,11854,0.2
0,"(100, 100)",invscaling,0.005,0.6,0.2,11854,0.2
0,"(100, 100)",invscaling,0.01,0.4,0.2,11854,0.2
0,"(100, 100)",invscaling,0.01,0.5,0.2,11854,0.2
0,"(100, 100)",adaptive,0.0001,0,0.2,11854,0.2
0,"(100, 100)",adaptive,0.0005,0.3,0.2,11854,0.2
0,"(100, 75)",constant,0.0001,0.4,0.2,11854,0.2
0,"(100, 75)",constant,0.0001,0.5,0.2,11854,0.2
0,"(100, 75)",invscaling,0.0001,0.1,0.2,11854,0.2
0,"(100, 75)",invscaling,0.0001,0.9,0.2,11854,0.2
0,"(100, 75)",invscaling,0.0005,0,0.2,11854,0.2
0,"(100, 75)",invscaling,0.001,0.4,0.2,11854,0.2
0,"(100, 75)",adaptive,0.0001,0,0.2,11854,0.2
0,"(100, 75)",adaptive,0.0005,0.3,0.2,11854,0.2
0,"(100, 50)",constant,0.0005,0.4,0.2,11854,0.2
0,"(100, 50)",invscaling,0.0005,0.2,0.2,11854,0.2
0,"(100, 50)",invscaling,0.0005,0.3,0.2,11854,0.2
0,"(100, 50)",invscaling,0.0005,0.9,0.2,11854,0.2
0,"(100, 50)",invscaling,0.001,0.1,0.2,11854,0.2
0,"(100, 50)",invscaling,0.001,0.3,0.2,11854,0.2
0,"(100, 50)",invscaling,0.001,0.7,0.2,11854,0.2
0,"(100, 50)",invscaling,0.001,0.8,0.2,11854,0.2
0,"(100, 50)",invscaling,0.005,0.2,0.2,11854,0.2
0,"(100, 50)",invscaling,0.005,0.9,0.2,11854,0.2
0,"(100, 50)",adaptive,0.0001,0,0.2,11854,0.2
0,"(100, 25)",constant,0.0001,0.6,0.2,11854,0.2
0,"(100, 25)",constant,0.0001,0.7,0.2,11854,0.2
0,"(100, 25)",constant,0.001,0.2,0.2,11854,0.2
0,"(100, 25)",invscaling,0.0001,0.2,0.2,11854,0.2
0,"(100, 25)",invscaling,0.0001,0.3,0.2,11854,0.2
0,"(100, 25)",invscaling,0.0001,0.5,0.2,11854,0.2
0,"(100, 25)",invscaling,0.0001,0.8,0.2,11854,0.2
0,"(100, 25)",invscaling,0.001,0.3,0.2,11854,0.2
0,"(100, 25)",invscaling,0.001,0.9,0.2,11854,0.2
0,"(100, 25)",invscaling,0.01,0.3,0.2,11854,0.2
0,"(100, 25)",invscaling,0.01,0.4,0.2,11854,0.2
0,"(100, 25)",adaptive,0.0001,0.5,0.2,11854,0.2
0,"(100, 25)",adaptive,0.0001,0.8,0.2,11854,0.2
0,"(75, 100)",constant,0.0001,0.3,0.2,11854,0.2
0,"(75, 100)",constant,0.0005,0.2,0.2,11854,0.2
0,"(75, 100)",invscaling,0.0005,0.1,0.2,11854,0.2
0,"(75, 100)",invscaling,0.001,0.8,0.2,11854,0.2
0,"(75, 100)",adaptive,0.0001,0.1,0.2,11854,0.2
0,"(75, 100)",adaptive,0.0001,0.5,0.2,11854,0.2
0,"(75, 100)",adaptive,0.0001,0.8,0.2,11854,0.2
0,"(75, 100)",adaptive,0.0005,0.1,0.2,11854,0.2
0,"(75, 75)",constant,0.0001,0.2,0.2,11854,0.2
0,"(75, 75)",invscaling,0.0001,0.1,0.2,11854,0.2
0,"(75, 75)",invscaling,0.001,0,0.2,11854,0.2
0,"(75, 75)",invscaling,0.001,0.2,0.2,11854,0.2
0,"(75, 75)",invscaling,0.005,0.4,0.2,11854,0.2
0,"(75, 75)",invscaling,0.005,0.6,0.2,11854,0.2
0,"(75, 75)",invscaling,0.01,0.3,0.2,11854,0.2
0,"(75, 50)",constant,0.0001,0.2,0.2,11854,0.2
0,"(75, 50)",invscaling,0.0001,0.3,0.2,11854,0.2
0,"(75, 50)",invscaling,0.0001,0.8,0.2,11854,0.2
0,"(75, 50)",invscaling,0.0005,0.4,0.2,11854,0.2
0,"(75, 50)",invscaling,0.005,0.7,0.2,11854,0.2
0,"(75, 50)",invscaling,0.01,0.2,0.2,11854,0.2
0,"(75, 50)",adaptive,0.0001,0.1,0.2,11854,0.2
0,"(75, 50)",adaptive,0.0001,0.6,0.2,11854,0.2
0,"(75, 50)",adaptive,0.0001,0.8,0.2,11854,0.2
0,"(75, 25)",constant,0.0001,0.2,0.2,11854,0.2
0,"(75, 25)",constant,0.0001,0.3,0.2,11854,0.2
0,"(75, 25)",constant,0.0001,0.5,0.2,11854,0.2
0,"(75, 25)",constant,0.0001,0.7,0.2,11854,0.2
0,"(75, 25)",constant,0.0005,0.6,0.2,11854,0.2
0,"(75, 25)",invscaling,0.0001,0.3,0.2,11854,0.2
0,"(75, 25)",invscaling,0.0001,0.7,0.2,11854,0.2
0,"(75, 25)",invscaling,0.0005,0,0.2,11854,0.2
0,"(75, 25)",invscaling,0.001,0.9,0.2,11854,0.2
0,"(75, 25)",invscaling,0.005,0,0.2,11854,0.2
0,"(75, 25)",invscaling,0.005,0.5,0.2,11854,0.2
0,"(75, 25)",invscaling,0.005,0.7,0.2,11854,0.2
0,"(75, 25)",invscaling,0.005,0.8,0.2,11854,0.2
0,"(75, 25)",invscaling,0.01,0.2,0.2,11854,0.2
0,"(75, 25)",invscaling,0.01,0.4,0.2,11854,0.2
0,"(75, 25)",adaptive,0.0001,0,0.2,11854,0.2
0,"(75, 25)",adaptive,0.0001,0.3,0.2,11854,0.2
0,"(75, 25)",adaptive,0.0001,0.6,0.2,11854,0.2
0,"(75, 25)",adaptive,0.0005,0.1,0.2,11854,0.2
0,"(50, 100)",constant,0.0001,0,0.2,11854,0.2
0,"(50, 100)",constant,0.0001,0.1,0.2,11854,0.2
0,"(50, 100)",constant,0.0001,0.8,0.2,11854,0.2
0,"(50, 100)",constant,0.0005,0,0.2,11854,0.2
0,"(50, 100)",invscaling,0.0001,0.1,0.2,11854,0.2
0,"(50, 100)",invscaling,0.0001,0.8,0.2,11854,0.2
0,"(50, 100)",invscaling,0.0001,0.9,0.2,11854,0.2
0,"(50, 100)",invscaling,0.0005,0.1,0.2,11854,0.2
0,"(50, 100)",invscaling,0.0005,0.7,0.2,11854,0.2
0,"(50, 100)",invscaling,0.001,0.5,0.2,11854,0.2
0,"(50, 100)",invscaling,0.001,0.6,0.2,11854,0.2
0,"(50, 100)",invscaling,0.001,0.7,0.2,11854,0.2
0,"(50, 100)",invscaling,0.005,0.1,0.2,11854,0.2
0,"(50, 100)",invscaling,0.005,0.2,0.2,11854,0.2
0,"(50, 100)",invscaling,0.005,0.5,0.2,11854,0.2
0,"(50, 75)",invscaling,0.0001,0.6,0.2,11854,0.2
0,"(50, 75)",invscaling,0.0005,0.7,0.2,11854,0.2
0,"(50, 75)",invscaling,0.0005,0.8,0.2,11854,0.2
0,"(50, 75)",invscaling,0.001,0,0.2,11854,0.2
0,"(50, 75)",invscaling,0.001,0.8,0.2,11854,0.2
0,"(50, 75)",invscaling,0.005,0.4,0.2,11854,0.2
0,"(50, 75)",adaptive,0.0001,0,0.2,11854,0.2
0,"(50, 75)",adaptive,0.0001,0.5,0.2,11854,0.2
0,"(50, 50)",invscaling,0.0001,0.9,0.2,11854,0.2
0,"(50, 50)",invscaling,0.001,0.4,0.2,11854,0.2
0,"(50, 50)",invscaling,0.001,0.5,0.2,11854,0.2
0,"(50, 50)",invscaling,0.005,0.3,0.2,11854,0.2
0,"(50, 50)",invscaling,0.005,0.4,0.2,11854,0.2
0,"(50, 50)",invscaling,0.01,0,0.2,11854,0.2
0,"(50, 50)",invscaling,0.01,0.3,0.2,11854,0.2
0,"(50, 50)",adaptive,0.0001,0.7,0.2,11854,0.2
0,"(50, 50)",adaptive,0.0001,0.9,0.2,11854,0.2
0,"(50, 25)",constant,0.0005,0.2,0.2,11854,0.2
0,"(50, 25)",constant,0.0005,0.5,0.2,11854,0.2
0,"(50, 25)",constant,0.001,0,0.2,11854,0.2
0,"(50, 25)",invscaling,0.0005,0.2,0.2,11854,0.2
0,"(50, 25)",invscaling,0.0005,0.4,0.2,11854,0.2
0,"(50, 25)",invscaling,0.0005,0.8,0.2,11854,0.2
0,"(50, 25)",invscaling,0.001,0.5,0.2,11854,0.2
0,"(50, 25)",adaptive,0.0001,0.2,0.2,11854,0.2
0,"(25, 100)",constant,0.0001,0.6,0.2,11854,0.2
0,"(25, 100)",invscaling,0.0001,0,0.2,11854,0.2
0,"(25, 100)",invscaling,0.0001,0.1,0.2,11854,0.2
0,"(25, 100)",invscaling,0.0001,0.5,0.2,11854,0.2
0,"(25, 100)",invscaling,0.0005,0.3,0.2,11854,0.2
0,"(25, 100)",invscaling,0.0005,0.5,0.2,11854,0.2
0,"(25, 100)",invscaling,0.001,0,0.2,11854,0.2
0,"(25, 100)",invscaling,0.005,0,0.2,11854,0.2
0,"(25, 100)",adaptive,0.0001,0,0.2,11854,0.2
0,"(25, 75)",constant,0.0001,0.1,0.2,11854,0.2
0,"(25, 75)",constant,0.0001,0.5,0.2,11854,0.2
0,"(25, 75)",invscaling,0.0001,0.3,0.2,11854,0.2
0,"(25, 75)",invscaling,0.0001,0.7,0.2,11854,0.2
0,"(25, 75)",invscaling,0.0001,0.9,0.2,11854,0.2
0,"(25, 75)",invscaling,0.0005,0.1,0.2,11854,0.2
0,"(25, 75)",invscaling,0.005,0,0.2,11854,0.2
0,"(25, 75)",invscaling,0.005,0.3,0.2,11854,0.2
0,"(25, 75)",invscaling,0.005,0.5,0.2,11854,0.2
0,"(25, 75)",invscaling,0.01,0.4,0.2,11854,0.2
0,"(25, 75)",adaptive,0.0001,0,0.2,11854,0.2
0,"(25, 75)",adaptive,0.0001,0.3,0.2,11854,0.2
0,"(25, 75)",adaptive,0.0001,0.7,0.2,11854,0.2
0,"(25, 50)",constant,0.0001,0.1,0.2,11854,0.2
0,"(25, 50)",constant,0.0001,0.7,0.2,11854,0.2
0,"(25, 50)",invscaling,0.0001,0.4,0.2,11854,0.2
0,"(25, 50)",invscaling,0.0001,0.8,0.2,11854,0.2
0,"(25, 50)",invscaling,0.0005,0.1,0.2,11854,0.2
0,"(25, 50)",invscaling,0.0005,0.5,0.2,11854,0.2
0,"(25, 50)",invscaling,0.001,0.3,0.2,11854,0.2
0,"(25, 50)",invscaling,0.001,0.7,0.2,11854,0.2
0,"(25, 50)",invscaling,0.005,0,0.2,11854,0.2
0,"(25, 50)",invscaling,0.01,0.7,0.2,11854,0.2
0,"(25, 50)",adaptive,0.0001,0.5,0.2,11854,0.2
0,"(25, 50)",adaptive,0.0005,0,0.2,11854,0.2
0,"(25, 25)",constant,0.0001,0.3,0.2,11854,0.2
0,"(25, 25)",constant,0.0001,0.5,0.2,11854,0.2
0,"(25, 25)",invscaling,0.0001,0.2,0.2,11854,0.2
0,"(25, 25)",invscaling,0.0005,0.4,0.2,11854,0.2
0,"(25, 25)",invscaling,0.001,0.3,0.2,11854,0.2
0,"(25, 25)",invscaling,0.001,0.9,0.2,11854,0.2
0,"(25, 25)",invscaling,0.005,0,0.2,11854,0.2
0,"(25, 25)",invscaling,0.005,0.1,0.2,11854,0.2
0,"(25, 25)",invscaling,0.01,0.1,0.2,11854,0.2
0,"(25, 25)",invscaling,0.01,0.3,0.2,11854,0.2
0,"(25, 25)",invscaling,0.01,0.6,0.2,11854,0.2
0,"(25, 25)",adaptive,0.0001,0.5,0.2,11854,0.2
0.0001,75,invscaling,0.0005,0.8,0.2,11854,0.19
