alpha,Tamanho das Camadas Ocultas,Decaimento,Taxa de Apendizado,Momentum,Acurácia Validação,Acurácia Treino
0,"(100, 50)",constant,0.005,0.6,0.973684210526316,0.984615384615385
0,"(75, 75)",adaptive,0.01,0.6,0.973684210526316,0.984615384615385
0,"(50, 50)",constant,0.01,0.2,0.973684210526316,0.984615384615385
0,"(25, 75)",adaptive,0.005,0.8,0.973684210526316,0.984615384615385
0,"(25, 75)",adaptive,0.01,0.6,0.973684210526316,0.984615384615385
0,"(25, 25)",adaptive,0.005,0.6,0.973684210526316,0.984615384615385
0,"(25, 25)",adaptive,0.01,0.5,0.973684210526316,0.984615384615385
0.0001,"(100, 100)",adaptive,0.005,0.5,0.973684210526316,0.982417582417582
0.0001,"(100, 75)",constant,0.0001,1,0.973684210526316,0.982417582417582
0.0001,"(50, 100)",constant,0.005,0.5,0.973684210526316,0.982417582417582
0.0001,"(50, 100)",constant,0.01,0.4,0.973684210526316,0.982417582417582
1E-05,75,constant,0.01,0.2,0.973684210526316,0.982417582417582
1E-05,25,adaptive,0.01,0.5,0.973684210526316,0.982417582417582
1E-05,"(75, 100)",adaptive,0.01,0.3,0.973684210526316,0.982417582417582
1E-05,"(75, 75)",constant,0.005,0.7,0.973684210526316,0.982417582417582
1E-05,"(75, 50)",adaptive,0.001,0.9,0.973684210526316,0.982417582417582
1E-05,"(50, 100)",adaptive,0.01,0.1,0.973684210526316,0.982417582417582
1E-05,"(25, 25)",adaptive,0.01,0.2,0.973684210526316,0.982417582417582
1E-06,"(100, 75)",adaptive,0.01,0,0.973684210526316,0.982417582417582
1E-06,"(100, 50)",constant,0.005,0.6,0.973684210526316,0.982417582417582
1E-06,"(100, 50)",constant,0.01,0.1,0.973684210526316,0.982417582417582
1E-06,"(75, 75)",constant,0.005,0.5,0.973684210526316,0.982417582417582
1E-06,"(50, 75)",adaptive,0.01,0,0.973684210526316,0.982417582417582
1E-06,"(25, 25)",adaptive,0.005,1,0.973684210526316,0.982417582417582
1E-07,"(50, 25)",constant,0.005,0.5,0.973684210526316,0.982417582417582
1E-07,"(25, 25)",adaptive,0.01,0.3,0.973684210526316,0.982417582417582
0,100,constant,0.01,0.4,0.973684210526316,0.982417582417582
0,50,constant,0.005,0.7,0.973684210526316,0.982417582417582
0,"(100, 25)",constant,0.005,0.5,0.973684210526316,0.982417582417582
0,"(75, 75)",constant,0.005,0.5,0.973684210526316,0.982417582417582
0,"(75, 75)",adaptive,0.005,1,0.973684210526316,0.982417582417582
0,"(50, 100)",constant,0.01,0.3,0.973684210526316,0.982417582417582
0,"(25, 50)",adaptive,0.01,0.3,0.973684210526316,0.982417582417582
0.0001,"(100, 100)",adaptive,0.005,0.3,0.973684210526316,0.98021978021978
0.0001,"(50, 100)",adaptive,0.01,0.5,0.973684210526316,0.98021978021978
0.0001,"(25, 75)",constant,0.005,0.7,0.973684210526316,0.98021978021978
0.0001,"(25, 25)",constant,0.005,0.5,0.973684210526316,0.98021978021978
1E-05,100,adaptive,0.005,0.5,0.973684210526316,0.98021978021978
1E-05,100,adaptive,0.005,0.6,0.973684210526316,0.98021978021978
1E-05,"(50, 25)",adaptive,0.001,0.9,0.973684210526316,0.98021978021978
1E-06,"(100, 100)",adaptive,0.005,0.5,0.973684210526316,0.98021978021978
1E-06,"(100, 75)",constant,0.005,0.1,0.973684210526316,0.98021978021978
1E-06,"(100, 25)",adaptive,0.001,0.9,0.973684210526316,0.98021978021978
1E-06,"(50, 50)",adaptive,0.01,0.1,0.973684210526316,0.98021978021978
1E-06,"(25, 100)",constant,0.01,0,0.973684210526316,0.98021978021978
1E-06,"(25, 100)",adaptive,0.001,0.9,0.973684210526316,0.98021978021978
1E-06,"(25, 75)",adaptive,0.01,1,0.973684210526316,0.98021978021978
1E-07,75,adaptive,0.01,1,0.973684210526316,0.98021978021978
1E-07,"(75, 25)",adaptive,0.005,0.3,0.973684210526316,0.98021978021978
1E-07,"(75, 25)",adaptive,0.005,0.6,0.973684210526316,0.98021978021978
1E-07,"(50, 100)",constant,0.0001,1,0.973684210526316,0.98021978021978
1E-07,"(25, 50)",constant,0.01,0.4,0.973684210526316,0.98021978021978
1E-07,"(25, 50)",adaptive,0.005,0.4,0.973684210526316,0.98021978021978
0,"(50, 50)",constant,0.001,0.9,0.973684210526316,0.98021978021978
0,"(50, 50)",adaptive,0.005,0.2,0.973684210526316,0.98021978021978
0.0001,"(100, 25)",adaptive,0.005,0.6,0.973684210526316,0.978021978021978
0.0001,"(75, 100)",constant,0.001,0.9,0.973684210526316,0.978021978021978
0.0001,"(50, 100)",constant,0.01,0.1,0.973684210526316,0.978021978021978
0.0001,"(50, 75)",adaptive,0.005,0.7,0.973684210526316,0.978021978021978
0.0001,"(50, 75)",adaptive,0.005,1,0.973684210526316,0.978021978021978
1E-05,"(50, 75)",constant,0.0001,1,0.973684210526316,0.978021978021978
1E-05,"(50, 75)",adaptive,0.01,0,0.973684210526316,0.978021978021978
1E-05,"(25, 100)",constant,0.005,0.6,0.973684210526316,0.978021978021978
1E-06,"(100, 75)",constant,0.001,0.9,0.973684210526316,0.978021978021978
1E-06,"(75, 100)",constant,0.005,0.5,0.973684210526316,0.978021978021978
1E-06,"(75, 100)",adaptive,0.01,0.3,0.973684210526316,0.978021978021978
1E-06,"(50, 75)",constant,0.001,0.9,0.973684210526316,0.978021978021978
1E-06,"(25, 50)",adaptive,0.005,0.7,0.973684210526316,0.978021978021978
1E-07,100,constant,0.005,0.6,0.973684210526316,0.978021978021978
1E-07,75,constant,0.001,0.9,0.973684210526316,0.978021978021978
1E-07,75,constant,0.01,0.2,0.973684210526316,0.978021978021978
1E-07,"(100, 100)",constant,0.005,0.4,0.973684210526316,0.978021978021978
1E-07,"(50, 25)",adaptive,0.001,1,0.973684210526316,0.978021978021978
1E-07,"(25, 50)",constant,0.01,0,0.973684210526316,0.978021978021978
0,"(100, 75)",constant,0.005,0.5,0.973684210526316,0.978021978021978
0,"(75, 75)",adaptive,0.005,0.7,0.973684210526316,0.978021978021978
0,"(25, 50)",adaptive,0.01,0.4,0.973684210526316,0.978021978021978
0,"(25, 25)",adaptive,0.01,0.3,0.973684210526316,0.978021978021978
0.0001,"(25, 100)",adaptive,0.005,0.3,0.973684210526316,0.975824175824176
1E-05,100,adaptive,0.01,0.1,0.973684210526316,0.975824175824176
1E-05,"(100, 100)",constant,0.001,0.9,0.973684210526316,0.975824175824176
1E-05,"(25, 100)",adaptive,0.01,0.4,0.973684210526316,0.975824175824176
1E-06,"(100, 25)",adaptive,0.005,0.3,0.973684210526316,0.975824175824176
1E-06,"(75, 75)",constant,0.005,0.4,0.973684210526316,0.975824175824176
1E-06,"(25, 25)",adaptive,0.005,0.7,0.973684210526316,0.975824175824176
1E-07,75,constant,0.01,0.4,0.973684210526316,0.975824175824176
1E-07,25,constant,0.005,0.8,0.973684210526316,0.975824175824176
0,"(100, 25)",adaptive,0.005,0.3,0.973684210526316,0.975824175824176
0,"(25, 100)",adaptive,0.01,0.4,0.973684210526316,0.975824175824176
0,"(25, 25)",adaptive,0.0001,1,0.973684210526316,0.975824175824176
0.0001,75,constant,0.005,0.4,0.973684210526316,0.973626373626374
0.0001,"(75, 25)",adaptive,0.005,1,0.973684210526316,0.973626373626374
1E-05,"(100, 25)",adaptive,0.0005,0.9,0.973684210526316,0.973626373626374
1E-06,75,adaptive,0.005,0.3,0.973684210526316,0.973626373626374
1E-06,"(75, 100)",adaptive,0.005,0.1,0.973684210526316,0.973626373626374
1E-06,"(25, 100)",adaptive,0.005,1,0.973684210526316,0.973626373626374
1E-06,"(25, 50)",adaptive,0.01,0,0.973684210526316,0.973626373626374
0,"(25, 50)",adaptive,0.005,0.3,0.973684210526316,0.973626373626374
1E-06,"(50, 100)",adaptive,0.005,0.2,0.973684210526316,0.971428571428571
1E-06,"(25, 75)",adaptive,0.005,0.3,0.973684210526316,0.971428571428571
1E-06,"(25, 75)",adaptive,0.005,0.7,0.973684210526316,0.971428571428571
1E-05,"(25, 75)",constant,0.01,0.2,0.973684210526316,0.969230769230769
0,"(25, 100)",constant,0.005,0.2,0.973684210526316,0.969230769230769
1E-06,"(100, 25)",adaptive,0.001,0.8,0.973684210526316,0.967032967032967
1E-06,"(50, 75)",constant,0.005,0.3,0.973684210526316,0.967032967032967
1E-07,"(25, 50)",adaptive,0.005,0.5,0.973684210526316,0.967032967032967
0,"(50, 75)",constant,0.005,0.3,0.973684210526316,0.967032967032967
1E-06,"(75, 50)",adaptive,0.005,0,0.973684210526316,0.964835164835165
1E-05,"(25, 75)",adaptive,0.01,0.1,0.973684210526316,0.962637362637363
1E-07,"(75, 75)",constant,0.005,0.1,0.973684210526316,0.962637362637363
1E-07,"(25, 25)",constant,0.005,0.4,0.973684210526316,0.962637362637363
0,"(50, 25)",adaptive,0.005,0,0.973684210526316,0.962637362637363
0.0001,"(25, 75)",adaptive,0.005,0.2,0.973684210526316,0.96043956043956
0,"(50, 50)",constant,0.001,0.8,0.973684210526316,0.96043956043956
1E-07,"(25, 100)",adaptive,0.005,0.1,0.973684210526316,0.956043956043956
0.0001,"(50, 100)",constant,0.001,0.4,0.973684210526316,0.951648351648351
0.0001,"(100, 50)",constant,0.0005,0.5,0.973684210526316,0.945054945054945
1E-05,75,constant,0.0001,0.8,0.973684210526316,0.945054945054945
0.0001,75,adaptive,0.001,0,0.973684210526316,0.942857142857143
1E-07,"(25, 50)",constant,0.0005,0.5,0.973684210526316,0.942857142857143
0,50,constant,0.0005,0.2,0.973684210526316,0.938461538461538
1E-05,"(100, 100)",constant,0.01,1,0.964912280701754,1
1E-05,"(100, 25)",constant,0.01,0.9,0.964912280701754,1
1E-05,"(50, 100)",adaptive,0.01,0.9,0.964912280701754,1
1E-06,"(25, 50)",constant,0.01,1,0.964912280701754,1
1E-07,"(50, 100)",constant,0.01,1,0.964912280701754,1
1E-07,"(50, 25)",constant,0.01,1,0.964912280701754,1
0,"(100, 100)",constant,0.01,0.9,0.964912280701754,1
0.0001,"(100, 50)",constant,0.005,1,0.964912280701754,0.997802197802198
0.0001,"(100, 50)",constant,0.01,0.9,0.964912280701754,0.997802197802198
0.0001,"(75, 75)",constant,0.01,0.9,0.964912280701754,0.997802197802198
0.0001,"(50, 25)",constant,0.01,0.9,0.964912280701754,0.997802197802198
0.0001,"(25, 75)",constant,0.01,1,0.964912280701754,0.997802197802198
1E-05,"(100, 100)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-05,"(75, 100)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-05,"(75, 50)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-05,"(75, 25)",constant,0.01,1,0.964912280701754,0.997802197802198
1E-05,"(50, 100)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-05,"(50, 75)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-05,"(50, 50)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-06,"(100, 50)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-06,"(100, 50)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
1E-06,"(100, 25)",constant,0.01,0.9,0.964912280701754,0.997802197802198
1E-06,"(75, 25)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
1E-07,"(75, 100)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
1E-07,"(75, 75)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
1E-07,"(75, 50)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
1E-07,"(50, 25)",constant,0.01,0.9,0.964912280701754,0.997802197802198
0,"(75, 100)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
0,"(50, 100)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
0,"(50, 75)",constant,0.01,0.9,0.964912280701754,0.997802197802198
0,"(25, 75)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
0,"(25, 50)",adaptive,0.01,0.9,0.964912280701754,0.997802197802198
0.0001,"(100, 75)",constant,0.005,0.9,0.964912280701754,0.995604395604396
0.0001,"(100, 75)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
0.0001,"(100, 50)",constant,0.005,0.9,0.964912280701754,0.995604395604396
0.0001,"(100, 25)",constant,0.005,0.9,0.964912280701754,0.995604395604396
0.0001,"(50, 75)",constant,0.01,0.8,0.964912280701754,0.995604395604396
0.0001,"(50, 25)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
0.0001,"(25, 75)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
1E-05,"(100, 100)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(100, 75)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(100, 75)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-05,"(100, 50)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(75, 100)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
1E-05,"(75, 75)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(75, 75)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-05,"(75, 50)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-05,"(75, 25)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(75, 25)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-05,"(50, 75)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(25, 100)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(25, 100)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
1E-05,"(25, 50)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-05,"(25, 25)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-06,"(100, 50)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-06,"(100, 50)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(100, 25)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(100, 25)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(75, 100)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(75, 50)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-06,"(75, 25)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-06,"(50, 100)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-06,"(50, 50)",constant,0.01,0.9,0.964912280701754,0.995604395604396
1E-06,"(25, 100)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(25, 100)",constant,0.01,0.9,0.964912280701754,0.995604395604396
1E-06,"(25, 75)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(25, 50)",constant,0.005,0.8,0.964912280701754,0.995604395604396
1E-06,"(25, 50)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-06,"(25, 25)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
1E-07,"(100, 100)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(100, 100)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(100, 75)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(100, 50)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(100, 50)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(100, 25)",adaptive,0.01,0.7,0.964912280701754,0.995604395604396
1E-07,"(75, 75)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(75, 50)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(75, 50)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(75, 50)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(50, 100)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(50, 100)",constant,0.01,0.9,0.964912280701754,0.995604395604396
1E-07,"(50, 100)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(50, 100)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
1E-07,"(50, 50)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(50, 50)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(25, 100)",constant,0.01,0.8,0.964912280701754,0.995604395604396
1E-07,"(25, 100)",constant,0.01,0.9,0.964912280701754,0.995604395604396
1E-07,"(25, 75)",constant,0.005,0.9,0.964912280701754,0.995604395604396
1E-07,"(25, 75)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
0,"(100, 100)",adaptive,0.01,1,0.964912280701754,0.995604395604396
0,"(100, 75)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
0,"(100, 75)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
0,"(100, 50)",constant,0.01,0.8,0.964912280701754,0.995604395604396
0,"(100, 50)",adaptive,0.005,0.9,0.964912280701754,0.995604395604396
0,"(100, 25)",adaptive,0.01,0.7,0.964912280701754,0.995604395604396
0,"(100, 25)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
0,"(75, 50)",constant,0.01,0.8,0.964912280701754,0.995604395604396
0,"(75, 50)",constant,0.01,0.9,0.964912280701754,0.995604395604396
0,"(50, 50)",adaptive,0.01,0.9,0.964912280701754,0.995604395604396
0,"(50, 25)",constant,0.005,0.9,0.964912280701754,0.995604395604396
0,"(50, 25)",adaptive,0.01,0.8,0.964912280701754,0.995604395604396
0.0001,25,constant,0.01,0.9,0.964912280701754,0.993406593406593
0.0001,25,adaptive,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(100, 100)",constant,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(100, 100)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(100, 75)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(100, 50)",constant,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(100, 50)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
0.0001,"(100, 25)",constant,0.01,0.7,0.964912280701754,0.993406593406593
0.0001,"(75, 100)",adaptive,0.01,0.9,0.964912280701754,0.993406593406593
0.0001,"(75, 75)",constant,0.01,0.7,0.964912280701754,0.993406593406593
0.0001,"(75, 75)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
0.0001,"(75, 50)",constant,0.005,0.9,0.964912280701754,0.993406593406593
0.0001,"(75, 50)",constant,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(50, 100)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
0.0001,"(25, 50)",constant,0.005,0.9,0.964912280701754,0.993406593406593
0.0001,"(25, 50)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
0.0001,"(25, 50)",adaptive,0.01,0.9,0.964912280701754,0.993406593406593
1E-05,100,constant,0.01,0.9,0.964912280701754,0.993406593406593
1E-05,"(100, 100)",constant,0.01,0.7,0.964912280701754,0.993406593406593
1E-05,"(100, 100)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(100, 75)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(100, 50)",constant,0.01,0.6,0.964912280701754,0.993406593406593
1E-05,"(100, 50)",constant,0.01,0.7,0.964912280701754,0.993406593406593
1E-05,"(100, 25)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(75, 100)",adaptive,0.01,0.7,0.964912280701754,0.993406593406593
1E-05,"(75, 75)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(75, 25)",adaptive,0.005,0.8,0.964912280701754,0.993406593406593
1E-05,"(75, 25)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
1E-05,"(50, 75)",constant,0.01,0.7,0.964912280701754,0.993406593406593
1E-05,"(50, 75)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(50, 25)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(25, 100)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-05,"(25, 75)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-06,75,adaptive,0.005,0.9,0.964912280701754,0.993406593406593
1E-06,50,adaptive,0.01,0.9,0.964912280701754,0.993406593406593
1E-06,"(100, 75)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-06,"(100, 50)",constant,0.01,0.7,0.964912280701754,0.993406593406593
1E-06,"(100, 25)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-06,"(75, 100)",constant,0.01,0.7,0.964912280701754,0.993406593406593
1E-06,"(75, 100)",adaptive,0.005,0.8,0.964912280701754,0.993406593406593
1E-06,"(75, 75)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-06,"(75, 75)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-06,"(75, 25)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
1E-06,"(50, 75)",constant,0.005,0.9,0.964912280701754,0.993406593406593
1E-06,"(50, 50)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
1E-06,"(50, 50)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-06,"(50, 25)",constant,0.01,0.7,0.964912280701754,0.993406593406593
1E-06,"(25, 50)",constant,0.005,0.9,0.964912280701754,0.993406593406593
1E-06,"(25, 50)",constant,0.01,0.6,0.964912280701754,0.993406593406593
1E-07,100,adaptive,0.01,0.9,0.964912280701754,0.993406593406593
1E-07,75,adaptive,0.01,0.9,0.964912280701754,0.993406593406593
1E-07,50,adaptive,0.005,0.9,0.964912280701754,0.993406593406593
1E-07,"(100, 50)",constant,0.005,0.9,0.964912280701754,0.993406593406593
1E-07,"(75, 25)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-07,"(50, 75)",adaptive,0.005,0.9,0.964912280701754,0.993406593406593
1E-07,"(50, 25)",constant,0.01,0.6,0.964912280701754,0.993406593406593
1E-07,"(50, 25)",constant,0.01,0.8,0.964912280701754,0.993406593406593
1E-07,"(50, 25)",adaptive,0.01,0.7,0.964912280701754,0.993406593406593
1E-07,"(50, 25)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-07,"(25, 75)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
1E-07,"(25, 50)",adaptive,0.01,0.9,0.964912280701754,0.993406593406593
0,75,constant,0.01,0.7,0.964912280701754,0.993406593406593
0,25,constant,0.01,0.9,0.964912280701754,0.993406593406593
0,"(100, 100)",constant,0.005,0.9,0.964912280701754,0.993406593406593
0,"(100, 100)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
0,"(100, 75)",constant,0.005,0.9,0.964912280701754,0.993406593406593
0,"(75, 100)",constant,0.005,0.9,0.964912280701754,0.993406593406593
0,"(75, 100)",constant,0.01,0.8,0.964912280701754,0.993406593406593
0,"(75, 100)",adaptive,0.01,0.8,0.964912280701754,0.993406593406593
0,"(75, 75)",adaptive,0.01,0.5,0.964912280701754,0.993406593406593
0,"(75, 50)",adaptive,0.005,0.8,0.964912280701754,0.993406593406593
0,"(50, 75)",constant,0.005,0.9,0.964912280701754,0.993406593406593
0,"(50, 50)",constant,0.01,0.8,0.964912280701754,0.993406593406593
