alpha,Tamanho das Camadas Ocultas,Decaimento,Taxa de Apendizado,Momentum,Acurácia Validação,Acurácia Treino
1E-06,"(100, 75)",invscaling,0.01,0.3,0.894736842105263,0.863736263736264
1E-06,"(25, 100)",invscaling,0.0001,1,0.894736842105263,0.863736263736264
0.0001,"(25, 25)",adaptive,0.0005,0.5,0.894736842105263,0.859340659340659
0.0001,"(50, 100)",invscaling,0.005,0.7,0.894736842105263,0.854945054945055
1E-05,"(100, 25)",invscaling,0.01,0.7,0.894736842105263,0.854945054945055
0.0001,100,invscaling,0.01,0.7,0.894736842105263,0.852747252747253
1E-05,"(50, 75)",constant,0.0005,0.4,0.894736842105263,0.852747252747253
1E-06,25,adaptive,0.0001,0.8,0.894736842105263,0.852747252747253
1E-07,"(100, 75)",invscaling,0.01,0.5,0.894736842105263,0.852747252747253
0.0001,"(75, 25)",invscaling,0.005,0.3,0.894736842105263,0.848351648351648
0,"(50, 75)",invscaling,0.01,0.8,0.894736842105263,0.848351648351648
1E-07,"(25, 50)",invscaling,0.0001,1,0.894736842105263,0.846153846153846
1E-06,"(25, 50)",invscaling,0.0001,0.2,0.894736842105263,0.843956043956044
0.0001,"(50, 50)",constant,0.0001,0.5,0.894736842105263,0.83956043956044
0.0001,"(75, 50)",adaptive,0.001,0.5,0.885964912280702,0.945054945054945
1E-06,"(100, 25)",constant,0.0005,0.5,0.885964912280702,0.945054945054945
0.0001,"(25, 75)",adaptive,0.001,0,0.885964912280702,0.942857142857143
1E-05,"(25, 50)",adaptive,0.001,0.2,0.885964912280702,0.942857142857143
0,"(25, 75)",constant,0.001,0.8,0.885964912280702,0.942857142857143
0.0001,"(100, 100)",constant,0.0005,0.7,0.885964912280702,0.938461538461538
0.0001,"(50, 75)",constant,0.001,0.5,0.885964912280702,0.938461538461538
0,"(25, 50)",adaptive,0.005,1,0.885964912280702,0.938461538461538
0.0001,25,adaptive,0.01,1,0.885964912280702,0.936263736263736
1E-05,"(50, 75)",adaptive,0.001,0.1,0.885964912280702,0.936263736263736
1E-05,"(25, 75)",adaptive,0.005,1,0.885964912280702,0.936263736263736
1E-06,"(75, 100)",constant,0.001,0.2,0.885964912280702,0.936263736263736
1E-05,100,constant,0.001,0,0.885964912280702,0.934065934065934
1E-05,100,constant,0.001,0.1,0.885964912280702,0.934065934065934
0,"(75, 100)",constant,0.0005,0.5,0.885964912280702,0.931868131868132
0.0001,"(75, 100)",adaptive,0.0005,0.3,0.885964912280702,0.92967032967033
0.0001,"(50, 100)",adaptive,0.001,0,0.885964912280702,0.92967032967033
0.0001,"(50, 50)",constant,0.001,0.5,0.885964912280702,0.92967032967033
1E-05,"(75, 50)",constant,0.0001,0.6,0.885964912280702,0.92967032967033
1E-06,75,adaptive,0.0005,0.4,0.885964912280702,0.92967032967033
1E-07,"(25, 25)",adaptive,0.001,0.6,0.885964912280702,0.92967032967033
0,"(100, 25)",constant,0.0005,0.5,0.885964912280702,0.92967032967033
0,"(25, 25)",adaptive,0.0005,0.8,0.885964912280702,0.92967032967033
0.0001,"(50, 100)",constant,0.001,0.2,0.885964912280702,0.927472527472528
1E-05,"(75, 100)",adaptive,0.001,0.2,0.885964912280702,0.927472527472528
1E-06,25,adaptive,0.001,0.4,0.885964912280702,0.927472527472528
0,"(100, 75)",constant,0.0005,0,0.885964912280702,0.927472527472528
0.0001,75,constant,0.0001,0.9,0.885964912280702,0.925274725274725
0.0001,"(50, 100)",constant,0.001,0.5,0.885964912280702,0.925274725274725
0.0001,"(50, 75)",constant,0.0005,0.5,0.885964912280702,0.925274725274725
0.0001,"(25, 50)",constant,0.001,0.5,0.885964912280702,0.925274725274725
1E-05,"(50, 100)",adaptive,0.0005,0.1,0.885964912280702,0.925274725274725
1E-05,"(25, 50)",invscaling,0.001,1,0.885964912280702,0.925274725274725
1E-06,"(25, 75)",constant,0.0005,0.6,0.885964912280702,0.925274725274725
1E-07,"(50, 100)",adaptive,0.0005,0.6,0.885964912280702,0.925274725274725
1E-07,"(25, 100)",adaptive,0.0005,0.8,0.885964912280702,0.925274725274725
1E-07,"(25, 25)",constant,0.0005,0.5,0.885964912280702,0.925274725274725
0.0001,"(100, 100)",constant,0.001,0.3,0.885964912280702,0.923076923076923
1E-05,"(100, 100)",constant,0.0001,0.7,0.885964912280702,0.923076923076923
1E-05,"(50, 100)",constant,0.001,0.3,0.885964912280702,0.923076923076923
1E-05,"(50, 75)",adaptive,0.001,0,0.885964912280702,0.923076923076923
1E-05,"(25, 50)",constant,0.001,0.2,0.885964912280702,0.923076923076923
1E-06,"(75, 100)",adaptive,0.0005,0.5,0.885964912280702,0.923076923076923
1E-07,"(50, 100)",constant,0.001,0.1,0.885964912280702,0.923076923076923
0,"(100, 75)",constant,0.0005,0.7,0.885964912280702,0.923076923076923
0,"(100, 50)",adaptive,0.0005,0.1,0.885964912280702,0.923076923076923
0.0001,50,invscaling,0.005,1,0.885964912280702,0.920879120879121
0.0001,25,invscaling,0.005,1,0.885964912280702,0.920879120879121
0.0001,"(50, 75)",constant,0.001,0.3,0.885964912280702,0.920879120879121
0.0001,"(25, 25)",constant,0.0005,0.7,0.885964912280702,0.920879120879121
1E-05,100,invscaling,0.0001,1,0.885964912280702,0.920879120879121
1E-06,"(100, 75)",adaptive,0.0005,0.5,0.885964912280702,0.920879120879121
1E-06,"(100, 25)",invscaling,0.001,1,0.885964912280702,0.920879120879121
1E-06,"(75, 100)",adaptive,0.0005,0.1,0.885964912280702,0.920879120879121
1E-06,"(50, 50)",constant,0.0001,0.9,0.885964912280702,0.920879120879121
1E-07,"(75, 75)",adaptive,0.0005,0.1,0.885964912280702,0.920879120879121
0,50,constant,0.001,0.3,0.885964912280702,0.920879120879121
0,"(75, 75)",constant,0.001,0,0.885964912280702,0.920879120879121
0.0001,"(100, 50)",invscaling,0.0001,1,0.885964912280702,0.918681318681318
1E-05,100,adaptive,0.0001,0.9,0.885964912280702,0.918681318681318
1E-05,"(100, 75)",adaptive,0.0005,0.2,0.885964912280702,0.918681318681318
1E-05,"(100, 75)",adaptive,0.001,0,0.885964912280702,0.918681318681318
1E-05,"(50, 100)",adaptive,0.001,0.4,0.885964912280702,0.918681318681318
1E-06,75,constant,0.0005,0.4,0.885964912280702,0.918681318681318
1E-06,75,adaptive,0.001,0.1,0.885964912280702,0.918681318681318
1E-06,"(75, 25)",constant,0.0001,0,0.885964912280702,0.918681318681318
1E-06,"(25, 50)",adaptive,0.001,0.7,0.885964912280702,0.918681318681318
1E-07,25,constant,0.001,0.6,0.885964912280702,0.918681318681318
1E-07,25,adaptive,0.001,0.2,0.885964912280702,0.918681318681318
1E-07,"(100, 50)",adaptive,0.001,0,0.885964912280702,0.918681318681318
1E-07,"(100, 25)",adaptive,0.0005,0.6,0.885964912280702,0.918681318681318
1E-07,"(25, 50)",adaptive,0.0001,0.9,0.885964912280702,0.918681318681318
0,"(100, 25)",constant,0.001,0.2,0.885964912280702,0.918681318681318
0.0001,"(75, 50)",adaptive,0.001,0,0.885964912280702,0.916483516483516
1E-06,50,constant,0.001,0.1,0.885964912280702,0.916483516483516
1E-06,"(75, 100)",adaptive,0.001,0.2,0.885964912280702,0.916483516483516
1E-07,75,constant,0.0001,0.9,0.885964912280702,0.916483516483516
1E-07,"(100, 100)",constant,0.0005,0,0.885964912280702,0.916483516483516
1E-07,"(25, 100)",adaptive,0.001,0,0.885964912280702,0.916483516483516
1E-07,"(25, 75)",adaptive,0.0005,0.7,0.885964912280702,0.916483516483516
0,100,invscaling,0.01,0.7,0.885964912280702,0.916483516483516
0,"(100, 75)",adaptive,0.0001,0.8,0.885964912280702,0.916483516483516
0,"(25, 50)",adaptive,0.0005,0.5,0.885964912280702,0.916483516483516
1E-05,100,adaptive,0.0005,0.5,0.885964912280702,0.914285714285714
1E-05,50,adaptive,0.0005,0.1,0.885964912280702,0.914285714285714
1E-05,"(100, 100)",constant,0.001,0.1,0.885964912280702,0.914285714285714
1E-06,100,constant,0.0005,0.4,0.885964912280702,0.914285714285714
1E-06,"(25, 50)",invscaling,0.001,1,0.885964912280702,0.914285714285714
1E-06,"(25, 25)",adaptive,0.0001,0.9,0.885964912280702,0.914285714285714
1E-07,75,constant,0.0005,0.1,0.885964912280702,0.914285714285714
1E-07,"(75, 100)",adaptive,0.0005,0.4,0.885964912280702,0.914285714285714
1E-07,"(25, 100)",adaptive,0.001,0.2,0.885964912280702,0.914285714285714
0.0001,"(75, 50)",constant,0.001,0,0.885964912280702,0.912087912087912
0.0001,"(75, 25)",adaptive,0.0005,0.5,0.885964912280702,0.912087912087912
0.0001,"(50, 75)",invscaling,0.01,0.6,0.885964912280702,0.912087912087912
0.0001,"(25, 100)",constant,0.0005,0.7,0.885964912280702,0.912087912087912
1E-05,25,constant,0.0001,0.9,0.885964912280702,0.912087912087912
1E-05,"(75, 50)",invscaling,0.01,0.7,0.885964912280702,0.912087912087912
1E-05,"(50, 75)",adaptive,0.0001,0.9,0.885964912280702,0.912087912087912
1E-05,"(25, 50)",constant,0.001,0,0.885964912280702,0.912087912087912
1E-06,"(50, 75)",constant,0.0005,0.6,0.885964912280702,0.912087912087912
1E-07,"(100, 100)",constant,0.0005,0.4,0.885964912280702,0.912087912087912
1E-05,"(100, 75)",constant,0.0005,0.1,0.885964912280702,0.90989010989011
0,"(50, 100)",invscaling,0.01,0.7,0.885964912280702,0.90989010989011
0,"(25, 75)",adaptive,0.001,0.2,0.885964912280702,0.90989010989011
0,"(25, 75)",adaptive,0.001,0.3,0.885964912280702,0.90989010989011
0.0001,"(50, 100)",constant,0.0005,0,0.885964912280702,0.907692307692308
0.0001,"(25, 25)",adaptive,0.0001,0.9,0.885964912280702,0.907692307692308
1E-06,"(100, 75)",invscaling,0.01,0.8,0.885964912280702,0.907692307692308
1E-07,"(100, 50)",constant,0.0001,0.8,0.885964912280702,0.907692307692308
0,50,constant,0.001,0,0.885964912280702,0.907692307692308
0,50,invscaling,0.005,0.9,0.885964912280702,0.907692307692308
0,"(100, 75)",adaptive,0.0005,0.2,0.885964912280702,0.907692307692308
0.0001,"(75, 25)",constant,0.0005,0.3,0.885964912280702,0.905494505494506
0.0001,"(50, 25)",constant,0.0005,0.5,0.885964912280702,0.905494505494506
0.0001,"(25, 100)",constant,0.0001,0.9,0.885964912280702,0.905494505494506
1E-05,"(50, 25)",adaptive,0.0005,0.4,0.885964912280702,0.905494505494506
1E-05,"(25, 75)",adaptive,0.0005,0.6,0.885964912280702,0.905494505494506
1E-06,"(75, 50)",adaptive,0.0005,0.3,0.885964912280702,0.905494505494506
1E-06,"(50, 75)",constant,0.0001,0.7,0.885964912280702,0.905494505494506
1E-06,"(25, 25)",adaptive,0.0005,0.6,0.885964912280702,0.905494505494506
1E-07,50,adaptive,0.001,0.2,0.885964912280702,0.905494505494506
1E-07,"(100, 75)",constant,0.0005,0.1,0.885964912280702,0.905494505494506
0,"(100, 75)",constant,0.0005,0.4,0.885964912280702,0.905494505494506
0,"(75, 75)",adaptive,0.0005,0.5,0.885964912280702,0.905494505494506
0.0001,"(50, 50)",adaptive,0.0005,0,0.885964912280702,0.903296703296703
0.0001,"(25, 100)",adaptive,0.001,0.2,0.885964912280702,0.903296703296703
1E-05,"(100, 50)",constant,0.0005,0.4,0.885964912280702,0.903296703296703
1E-05,"(75, 50)",constant,0.0005,0.2,0.885964912280702,0.903296703296703
1E-05,"(50, 75)",constant,0.0001,0.7,0.885964912280702,0.903296703296703
1E-05,"(25, 50)",adaptive,0.0005,0.5,0.885964912280702,0.903296703296703
1E-06,"(75, 100)",adaptive,0.001,0.1,0.885964912280702,0.903296703296703
1E-07,"(100, 25)",invscaling,0.01,0.9,0.885964912280702,0.903296703296703
1E-07,"(50, 75)",constant,0.001,0.2,0.885964912280702,0.903296703296703
1E-07,"(50, 75)",adaptive,0.0005,0.2,0.885964912280702,0.903296703296703
1E-07,"(50, 75)",adaptive,0.001,0,0.885964912280702,0.903296703296703
0,25,adaptive,0.001,0.3,0.885964912280702,0.903296703296703
0,"(50, 25)",constant,0.001,0.3,0.885964912280702,0.903296703296703
0.0001,"(50, 100)",invscaling,0.01,0.6,0.885964912280702,0.901098901098901
1E-05,75,adaptive,0.0005,0.1,0.885964912280702,0.901098901098901
1E-05,"(75, 25)",invscaling,0.0001,1,0.885964912280702,0.901098901098901
1E-05,"(50, 25)",invscaling,0.01,0.9,0.885964912280702,0.901098901098901
1E-06,"(50, 100)",adaptive,0.0005,0.2,0.885964912280702,0.901098901098901
1E-06,"(50, 50)",adaptive,0.0005,0.5,0.885964912280702,0.901098901098901
1E-07,"(75, 75)",invscaling,0.01,0.8,0.885964912280702,0.901098901098901
0,75,invscaling,0.005,0.9,0.885964912280702,0.901098901098901
0,"(25, 100)",constant,0.0005,0.3,0.885964912280702,0.901098901098901
0,"(25, 100)",invscaling,0.0001,1,0.885964912280702,0.901098901098901
0,"(25, 100)",invscaling,0.01,0.6,0.885964912280702,0.901098901098901
0,"(25, 50)",adaptive,0.001,0.6,0.885964912280702,0.901098901098901
0.0001,"(50, 75)",invscaling,0.01,0.8,0.885964912280702,0.898901098901099
0.0001,"(50, 25)",invscaling,0.005,0.7,0.885964912280702,0.898901098901099
1E-05,25,adaptive,0.001,0.3,0.885964912280702,0.898901098901099
1E-05,"(75, 75)",adaptive,0.0005,0.2,0.885964912280702,0.898901098901099
1E-05,"(50, 100)",adaptive,0.005,1,0.885964912280702,0.898901098901099
1E-06,100,constant,0.0005,0.5,0.885964912280702,0.898901098901099
1E-06,"(50, 75)",constant,0.0001,0.8,0.885964912280702,0.898901098901099
1E-07,"(75, 50)",constant,0.0001,0.5,0.885964912280702,0.898901098901099
1E-07,"(25, 50)",constant,0.0001,0.5,0.885964912280702,0.898901098901099
0,"(75, 25)",constant,0.001,0.1,0.885964912280702,0.898901098901099
0,"(25, 25)",adaptive,0.001,0,0.885964912280702,0.898901098901099
0.0001,25,constant,0.0005,0.3,0.885964912280702,0.896703296703297
0.0001,25,adaptive,0.0005,0.5,0.885964912280702,0.896703296703297
0.0001,"(75, 50)",invscaling,0.0005,1,0.885964912280702,0.896703296703297
0.0001,"(25, 100)",adaptive,0.0005,0.2,0.885964912280702,0.896703296703297
1E-06,"(50, 75)",adaptive,0.0005,0.3,0.885964912280702,0.896703296703297
1E-06,"(50, 25)",invscaling,0.005,0.9,0.885964912280702,0.896703296703297
1E-06,"(50, 25)",adaptive,0.0005,0.4,0.885964912280702,0.896703296703297
1E-07,"(100, 100)",invscaling,0.005,0.5,0.885964912280702,0.896703296703297
1E-07,"(50, 75)",adaptive,0.0005,0.4,0.885964912280702,0.896703296703297
1E-07,"(25, 50)",constant,0.0005,0.6,0.885964912280702,0.896703296703297
0,"(75, 25)",constant,0.0005,0.5,0.885964912280702,0.896703296703297
0,"(50, 50)",constant,0.0005,0.3,0.885964912280702,0.896703296703297
0.0001,75,constant,0.0005,0,0.885964912280702,0.894505494505494
0.0001,"(50, 25)",invscaling,0.0005,1,0.885964912280702,0.894505494505494
1E-05,"(100, 75)",constant,0.0005,0,0.885964912280702,0.894505494505494
1E-05,"(75, 50)",adaptive,0.0001,0.9,0.885964912280702,0.894505494505494
1E-05,"(25, 50)",invscaling,0.01,0.9,0.885964912280702,0.894505494505494
1E-06,50,invscaling,0.01,0.4,0.885964912280702,0.894505494505494
1E-06,25,invscaling,0.01,0.1,0.885964912280702,0.894505494505494
1E-06,"(100, 100)",constant,0.0005,0.1,0.885964912280702,0.894505494505494
1E-06,"(100, 50)",invscaling,0.005,0.1,0.885964912280702,0.894505494505494
1E-06,"(100, 25)",constant,0.0005,0.2,0.885964912280702,0.894505494505494
1E-06,"(50, 25)",adaptive,0.001,0.1,0.885964912280702,0.894505494505494
0.0001,"(50, 75)",invscaling,0.005,0.8,0.885964912280702,0.892307692307692
1E-05,"(75, 50)",adaptive,0.0005,0,0.885964912280702,0.892307692307692
1E-05,"(75, 25)",constant,0.0001,0.9,0.885964912280702,0.892307692307692
1E-06,"(100, 75)",invscaling,0.005,0.9,0.885964912280702,0.892307692307692
1E-06,"(75, 25)",adaptive,0.0001,0.8,0.885964912280702,0.892307692307692
1E-07,"(75, 100)",constant,0.0001,0.6,0.885964912280702,0.892307692307692
1E-07,"(25, 50)",constant,0.001,0,0.885964912280702,0.892307692307692
1E-07,"(25, 25)",adaptive,0.001,0,0.885964912280702,0.892307692307692
0,50,invscaling,0.001,0.2,0.885964912280702,0.892307692307692
0,"(75, 100)",invscaling,0.01,0.6,0.885964912280702,0.892307692307692
0,"(75, 75)",invscaling,0.01,0.9,0.885964912280702,0.892307692307692
0,"(25, 75)",invscaling,0.0001,1,0.885964912280702,0.892307692307692
0.0001,50,constant,0.0005,0.1,0.885964912280702,0.89010989010989
0.0001,"(50, 100)",invscaling,0.0005,1,0.885964912280702,0.89010989010989
0.0001,"(25, 25)",invscaling,0.01,0.9,0.885964912280702,0.89010989010989
1E-05,"(25, 75)",adaptive,0.001,0.3,0.885964912280702,0.89010989010989
1E-06,"(25, 50)",adaptive,0.0005,0.1,0.885964912280702,0.89010989010989
1E-07,100,constant,0.0005,0.2,0.885964912280702,0.89010989010989
1E-07,"(50, 50)",adaptive,0.001,0.1,0.885964912280702,0.89010989010989
0,"(100, 75)",adaptive,0.0005,0.4,0.885964912280702,0.89010989010989
0.0001,"(100, 100)",constant,0.0005,0.1,0.885964912280702,0.887912087912088
0.0001,"(75, 75)",invscaling,0.005,0.9,0.885964912280702,0.887912087912088
1E-05,"(75, 50)",adaptive,0.0001,0.5,0.885964912280702,0.887912087912088
1E-05,"(50, 50)",invscaling,0.0001,1,0.885964912280702,0.887912087912088
1E-05,"(25, 75)",constant,0.0001,0.8,0.885964912280702,0.887912087912088
1E-07,75,constant,0.0001,0.4,0.885964912280702,0.887912087912088
1E-07,"(25, 75)",adaptive,0.0005,0.5,0.885964912280702,0.887912087912088
0.0001,"(50, 100)",adaptive,0.0001,0.8,0.885964912280702,0.885714285714286
1E-05,"(75, 75)",constant,0.0005,0.4,0.885964912280702,0.885714285714286
1E-07,25,constant,0.0005,0.3,0.885964912280702,0.885714285714286
1E-07,"(100, 100)",constant,0.0005,0.1,0.885964912280702,0.885714285714286
0.0001,"(25, 50)",invscaling,0.0001,1,0.885964912280702,0.883516483516483
1E-06,"(100, 50)",constant,0.0001,0.8,0.885964912280702,0.883516483516483
1E-06,"(75, 100)",adaptive,0.0005,0,0.885964912280702,0.883516483516483
1E-06,"(75, 50)",constant,0.0005,0,0.885964912280702,0.883516483516483
1E-07,"(100, 75)",adaptive,0.0005,0.2,0.885964912280702,0.883516483516483
1E-07,"(50, 25)",constant,0.0001,0.8,0.885964912280702,0.883516483516483
0.0001,25,adaptive,0.0001,0.2,0.885964912280702,0.881318681318681
0.0001,"(50, 50)",constant,0.0001,0.7,0.885964912280702,0.881318681318681
1E-05,75,invscaling,0.01,0.7,0.885964912280702,0.881318681318681
1E-05,"(75, 100)",constant,0.0005,0.1,0.885964912280702,0.881318681318681
1E-05,"(50, 50)",adaptive,0.0001,0.8,0.885964912280702,0.881318681318681
1E-05,"(25, 50)",adaptive,0.0005,0.1,0.885964912280702,0.881318681318681
1E-06,25,constant,0.0001,0.8,0.885964912280702,0.881318681318681
1E-06,"(50, 100)",constant,0.0005,0.1,0.885964912280702,0.881318681318681
0,100,adaptive,0.0005,0,0.885964912280702,0.881318681318681
0,"(75, 100)",adaptive,0.0005,0,0.885964912280702,0.881318681318681
0.0001,75,invscaling,0.005,0.3,0.885964912280702,0.879120879120879
0.0001,"(75, 100)",invscaling,0.0001,1,0.885964912280702,0.879120879120879
0.0001,"(25, 50)",adaptive,0.0005,0.6,0.885964912280702,0.879120879120879
1E-05,50,invscaling,0.01,0.5,0.885964912280702,0.879120879120879
1E-05,"(100, 25)",adaptive,0.0005,0.5,0.885964912280702,0.879120879120879
1E-05,"(75, 100)",invscaling,0.01,0.8,0.885964912280702,0.879120879120879
1E-07,75,adaptive,0.0005,0,0.885964912280702,0.879120879120879
0,"(50, 75)",constant,0.0001,0.8,0.885964912280702,0.879120879120879
0.0001,"(75, 25)",adaptive,0.0001,0.7,0.885964912280702,0.876923076923077
1E-05,"(50, 75)",constant,0.0001,0.9,0.885964912280702,0.876923076923077
1E-05,"(50, 25)",constant,0.001,0,0.885964912280702,0.876923076923077
1E-07,"(75, 75)",adaptive,0.0005,0,0.885964912280702,0.876923076923077
0,"(25, 75)",adaptive,0.001,0.1,0.885964912280702,0.876923076923077
0.0001,"(100, 25)",constant,0.0005,0.1,0.885964912280702,0.874725274725275
1E-05,"(25, 50)",constant,0.0005,0.5,0.885964912280702,0.874725274725275
1E-06,100,invscaling,0.01,0.6,0.885964912280702,0.874725274725275
0,"(50, 50)",constant,0.0005,0.1,0.885964912280702,0.874725274725275
0,"(25, 25)",constant,0.0005,0.6,0.885964912280702,0.874725274725275
0.0001,"(75, 25)",constant,0.0001,0.8,0.885964912280702,0.872527472527472
1E-05,"(25, 100)",invscaling,0.01,0.8,0.885964912280702,0.872527472527472
1E-06,"(100, 100)",constant,0.0001,0.7,0.885964912280702,0.872527472527472
1E-06,"(25, 50)",invscaling,0.0005,1,0.885964912280702,0.872527472527472
0.0001,"(50, 25)",constant,0.0001,0.8,0.885964912280702,0.87032967032967
1E-05,50,constant,0.0005,0.1,0.885964912280702,0.87032967032967
0,75,constant,0.0001,0.7,0.885964912280702,0.87032967032967
1E-06,"(100, 100)",invscaling,0.01,0.7,0.885964912280702,0.868131868131868
1E-06,"(25, 75)",constant,0.0001,0.8,0.885964912280702,0.868131868131868
1E-07,50,constant,0.0005,0.2,0.885964912280702,0.868131868131868
0,50,adaptive,0.0005,0.1,0.885964912280702,0.868131868131868
0,"(75, 25)",adaptive,0.0005,0,0.885964912280702,0.868131868131868
0,"(25, 50)",constant,0.0001,0.2,0.885964912280702,0.868131868131868
0.0001,"(75, 50)",adaptive,0.0005,0.1,0.885964912280702,0.865934065934066
1E-06,"(75, 25)",constant,0.0001,0.8,0.885964912280702,0.865934065934066
0,"(100, 75)",adaptive,0.0005,0.1,0.885964912280702,0.865934065934066
0.0001,"(100, 25)",adaptive,0.0001,0.7,0.885964912280702,0.863736263736264
0.0001,"(75, 100)",invscaling,0.01,0.6,0.885964912280702,0.863736263736264
1E-06,"(100, 25)",adaptive,0.0005,0,0.885964912280702,0.863736263736264
1E-06,"(75, 100)",adaptive,0.0001,0.5,0.885964912280702,0.863736263736264
1E-07,75,constant,0.0001,0.6,0.885964912280702,0.863736263736264
1E-05,25,constant,0.0005,0.5,0.885964912280702,0.861538461538462
0.0001,"(75, 25)",invscaling,0.005,0.6,0.885964912280702,0.859340659340659
1E-06,"(25, 25)",invscaling,0.01,0.6,0.885964912280702,0.859340659340659
0,"(75, 25)",adaptive,0.0005,0.3,0.885964912280702,0.859340659340659
1E-07,50,invscaling,0.01,0.8,0.885964912280702,0.857142857142857
1E-05,"(75, 75)",adaptive,0.0001,0.8,0.885964912280702,0.852747252747253
1E-07,"(100, 25)",invscaling,0.005,0.6,0.885964912280702,0.850549450549451
1E-06,50,invscaling,0.01,0.6,0.885964912280702,0.846153846153846
1E-07,"(100, 100)",invscaling,0.005,0.7,0.885964912280702,0.846153846153846
0,25,constant,0.0001,0.7,0.885964912280702,0.843956043956044
0,"(75, 100)",adaptive,0.0001,0.4,0.885964912280702,0.843956043956044
1E-05,"(100, 75)",constant,0.0001,0.6,0.885964912280702,0.83956043956044
0.0001,"(50, 100)",adaptive,0.0001,0.7,0.885964912280702,0.832967032967033
0,100,invscaling,0.01,0.4,0.885964912280702,0.830769230769231
0.0001,"(100, 100)",adaptive,0.0001,0.5,0.885964912280702,0.824175824175824
1E-06,"(75, 25)",adaptive,0.001,1,0.87719298245614,0.940659340659341
0.0001,100,constant,0.0001,0.9,0.87719298245614,0.936263736263736
0.0001,"(25, 25)",adaptive,0.0005,0.6,0.87719298245614,0.934065934065934
1E-07,"(100, 100)",constant,0.0005,0.3,0.87719298245614,0.934065934065934
0,"(50, 100)",adaptive,0.0005,0.3,0.87719298245614,0.934065934065934
0.0001,75,adaptive,0.0005,0,0.87719298245614,0.931868131868132
1E-07,"(50, 100)",adaptive,0.0005,0.2,0.87719298245614,0.931868131868132
1E-05,"(25, 100)",adaptive,0.001,0.7,0.87719298245614,0.92967032967033
1E-06,"(100, 25)",adaptive,0.0005,0.4,0.87719298245614,0.92967032967033
1E-07,"(75, 100)",invscaling,0.01,0.8,0.87719298245614,0.92967032967033
0.0001,"(75, 100)",constant,0.0005,0,0.87719298245614,0.927472527472528
1E-05,"(50, 75)",adaptive,0.01,1,0.87719298245614,0.927472527472528
0.0001,"(50, 50)",adaptive,0.001,0.2,0.87719298245614,0.925274725274725
1E-05,"(50, 25)",constant,0.0005,0.5,0.87719298245614,0.925274725274725
1E-06,"(25, 25)",adaptive,0.001,0.3,0.87719298245614,0.925274725274725
1E-05,"(100, 50)",adaptive,0.0005,0.5,0.87719298245614,0.923076923076923
1E-06,25,constant,0.0005,0.6,0.87719298245614,0.923076923076923
0.0001,"(25, 100)",adaptive,0.0005,0.5,0.87719298245614,0.920879120879121
0.0001,"(25, 25)",invscaling,0.0001,1,0.87719298245614,0.920879120879121
1E-05,"(50, 25)",adaptive,0.0001,0.9,0.87719298245614,0.920879120879121
1E-07,100,constant,0.0005,0.1,0.87719298245614,0.920879120879121
1E-07,"(50, 50)",adaptive,0.001,0.2,0.87719298245614,0.920879120879121
0,"(100, 50)",constant,0.0005,0.4,0.87719298245614,0.920879120879121
0,"(25, 50)",constant,0.001,0.3,0.87719298245614,0.920879120879121
1E-05,"(50, 100)",invscaling,0.001,0.2,0.87719298245614,0.918681318681318
1E-06,"(50, 25)",constant,0.001,0,0.87719298245614,0.918681318681318
1E-07,"(75, 100)",constant,0.0005,0.2,0.87719298245614,0.918681318681318
0,"(50, 75)",invscaling,0.0001,1,0.87719298245614,0.918681318681318
1E-05,"(50, 100)",invscaling,0.01,0.7,0.87719298245614,0.916483516483516
1E-05,"(25, 25)",invscaling,0.01,0.9,0.87719298245614,0.916483516483516
1E-07,"(50, 75)",adaptive,0.001,0.3,0.87719298245614,0.916483516483516
0,"(100, 100)",invscaling,0.01,0.8,0.87719298245614,0.916483516483516
0,"(75, 75)",constant,0.001,0.1,0.87719298245614,0.916483516483516
0,"(75, 75)",invscaling,0.0001,1,0.87719298245614,0.916483516483516
0.0001,"(75, 100)",constant,0.0005,0.4,0.87719298245614,0.914285714285714
0.0001,"(50, 25)",adaptive,0.001,0.1,0.87719298245614,0.914285714285714
1E-05,75,adaptive,0.001,0,0.87719298245614,0.914285714285714
1E-05,25,adaptive,0.0005,0.7,0.87719298245614,0.914285714285714
1E-06,"(50, 50)",adaptive,0.001,0,0.87719298245614,0.914285714285714
1E-06,"(25, 75)",adaptive,0.0001,0.9,0.87719298245614,0.914285714285714
1E-07,"(25, 25)",constant,0.0005,0.6,0.87719298245614,0.914285714285714
0,"(50, 100)",adaptive,0.0005,0,0.87719298245614,0.914285714285714
0,"(25, 75)",constant,0.0001,0.9,0.87719298245614,0.914285714285714
1E-05,"(100, 50)",adaptive,0.0001,0.8,0.87719298245614,0.912087912087912
1E-05,"(100, 25)",adaptive,0.001,0,0.87719298245614,0.912087912087912
1E-05,"(75, 50)",invscaling,0.0001,1,0.87719298245614,0.912087912087912
1E-05,"(50, 50)",constant,0.0005,0.4,0.87719298245614,0.912087912087912
1E-06,"(75, 25)",constant,0.001,0,0.87719298245614,0.912087912087912
1E-07,100,adaptive,0.0005,0.3,0.87719298245614,0.912087912087912
0,"(100, 75)",invscaling,0.005,0.9,0.87719298245614,0.912087912087912
0,"(100, 50)",adaptive,0.001,0.2,0.87719298245614,0.912087912087912
